Species_ayerbe,Species_bl,Total.individuals,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Forest_bin,Migration_avo,Migration_bb,Primary_diet,Diet_breadth,Habitat_breadth,Ecological_specialization,Clutch_min,Clutch_max,Clutch_mean,Gen_length,Elev_range,Iucn_red_list
Setophaga pitiayumi,Setophaga pitiayumi,42,12,7.5,3,3.2,16.1,52.7,10.8,42.7,20.1,41.1,6.82,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-35.58,27.75,-12.53,-57.9,8364955.27,Forest,Sedentary,Migratory,Invertebrate,3,4,0.9208187539523752,2,5,3.5,2.021721074,2800,LC
Emberizoides herbicola,Emberizoides herbicola,10,14.9,8.3,4.8,6.5,23.6,70.1,7.4,60.9,10.8,97,27.55,Grassland,Open,Omnivore,Granivore,Terrestrial,-32.53,10.22,-14.41,-54.25,5561384.25,Non-forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,2,3,2.5,3.394035153,2000,LC
Chiroxiphia lanceolata,Chiroxiphia lanceolata,6,12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,11.1,48.7,18.5,Woodland,Dense,Herbivore,Frugivore,Insessorial,4.24,12.49,9.43,-71.36,420162.32,Forest,Sedentary,Sedentary,Fruit,2,4,1.0969100130080565,2,2,2,2.843241951,1800,LC
Doryfera johannae,Doryfera johannae,9,30.6,25.6,1.9,1.9,5.3,52.8,34.5,18.2,65.5,28.2,4.81,Forest,Dense,Herbivore,Nectarivore,Aerial,-10.71,7.28,1.49,-69.26,459646.35,Forest,Sedentary,Altitudinal,Nectar,2,3,1.2218487496163564,2,2,2,2.028658178,1500,LC
Anthracothorax nigricollis,Anthracothorax nigricollis,27,25.7,20.8,2.4,2.4,4.5,66.3,41.2,23,64.1,37.2,7,Shrubland,Semi_open,Herbivore,Nectarivore,Aerial,-32.17,12.46,-9.16,-59.03,9808667.81,Non-forest,Sedentary,Migratory,Nectar,2,2,1.3979400086720375,2,2,2,2.119016945,2100,LC
Icterus cayanensis,Icterus chrysocephalus,0,23.2,14.4,4.3,5.8,23.2,98.6,15.3,83.2,15.6,97.4,35.44,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-10.26,10.53,1.5,-67.04,2598702.32,Forest,Sedentary,Sedentary,Invertebrate,3,4,0.9208187539523752,2,2,2,2.934784157,1400,LC
Cyanocorax affinis,Cyanocorax affinis,10,38.4,23.1,12.2,13.5,50.1,167.8,17.1,150.7,10.2,160,212,Forest,Dense,Omnivore,Frugivore,Insessorial,1.94,12.46,8.39,-74.71,473163.74,Forest,Sedentary,Sedentary,Fruit,3,4,0.9208187539523752,3,5,4,6.683268293,2500,LC
Zimmerius gracilipes,Zimmerius gracilipes,7,10,5.1,3.4,2.8,14.8,46.7,6.1,40.6,13.3,41.8,7.13,Forest,Dense,Carnivore,Invertivore,Insessorial,-17.23,8.06,-4.86,-66.45,3855220.6,Forest,Sedentary,Sedentary,Invertebrate,2,1,1.6989700043360187,2,2,2,2.375531572,700,LC
Ramphocelus carbo,Ramphocelus carbo,29,18.3,11.8,7.4,7.9,21.6,78.1,12.4,66.1,15.8,79.9,25.92,Human Modified,Semi_open,Omnivore,Omnivore,Insessorial,-24.78,11.54,-6.98,-58.6,10498944.34,Non-forest,Sedentary,Sedentary,Omnivore,2,4,1.0969100130080565,1,3,2,3.2648681,1500,LC
Falco rufigularis,Falco rufigularis,8,19.6,12,9.7,11,32.8,198.8,80,118.7,40.3,108,163.64,Forest,Semi_open,Carnivore,Vertivore,Aerial,-27.05,28.05,-5.35,-61.19,13377698.05,Forest,Sedentary,Irregular,Vertebrate,2,1,1.6989700043360187,2,4,3,3.279412288,2700,LC
Chrysomus icterocephalus,Chrysomus icterocephalus,5,20,14,5.1,7,27.4,85.6,14.8,69.9,17.6,68.8,30.68,Wetland,Semi_open,Omnivore,Granivore,Insessorial,-8.63,12.49,4.36,-65.57,1581439.98,Non-forest,Partial,Irregular,Seed,2,5,1,2,4,3,2.930985653,2800,LC
Coccycua pumila,Coccycua pumila,4,20.7,11.9,5.3,6,23.1,98,26.2,71.8,26.8,100.8,37.1,Woodland,Semi_open,Carnivore,Invertivore,Insessorial,1.48,11.49,7.49,-69.44,647667.46,Forest,Sedentary,Irregular,Invertebrate,1,3,1.5228787452803376,2,3,2.5,3.297153069,2100,LC
Myiopagis viridicata,Myiopagis viridicata,18,11.8,7.1,3.8,3.6,16.9,60,11.3,47.8,19,55.3,11.51,Forest,Semi_open,Omnivore,Invertivore,Insessorial,-30.62,23.88,-6.66,-61.24,7389845.28,Forest,Long_distance,Migratory,Invertebrate,3,4,0.9208187539523752,2,2,2,2.559138386,2600,LC
Fluvicola pica,Fluvicola pica,12,16.4,9.6,4.7,3.4,20.7,63.9,10.8,53.6,16.8,48.6,12.3,Wetland,Open,Carnivore,Invertivore,Insessorial,1.58,12.46,6.48,-66.17,1658423.81,Non-forest,Partial,Sedentary,Invertebrate,1,2,1.6989700043360187,2,3,2.5,2.504861573,1300,LC
Tangara vassorii,Tangara vassorii,11,12.1,5.9,4.8,4.6,17.1,74.3,17.2,58,22.8,53.2,18,Forest,Dense,Herbivore,Frugivore,Insessorial,-7.75,9.97,0.9,-76.48,206740.24,Forest,Sedentary,Sedentary,Fruit,2,2,1.3979400086720375,2,2,2,2.917527921,2300,LC
Myioborus ornatus,Myioborus ornatus,6,12.6,7.1,4.1,3.8,19,70.2,10.1,58.8,14.7,71.3,11.7,Forest,Dense,Carnivore,Invertivore,Insessorial,4,7.7,5.73,-73.2,39629.13,Forest,Sedentary,Sedentary,Invertebrate,1,1,2,NA,NA,NA,2.262258433,2000,LC
Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,49,13.7,6.5,3.5,3,19.8,66.3,13,53.3,19.6,61.5,9.98,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-17.64,11.09,-4.98,-74.79,333647.74,Forest,Sedentary,Sedentary,Invertebrate,1,4,1.3979400086720375,NA,NA,NA,2.345338218,2000,LC
Ampelion rubrocristatus,Ampelion rubrocristatus,17,20.5,9.2,5.6,6.8,24.9,113.3,27.8,85.8,24.5,86.2,66.29,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-18.1,11.22,-4.07,-74.7,413439.19,Forest,Sedentary,Sedentary,Fruit,2,3,1.2218487496163564,NA,NA,NA,3.67125481,1900,LC
Diglossa humeralis,Diglossa humeralis,14,13.9,8.1,2.3,4.4,22.4,67.4,11.7,57.6,16.9,59.2,13.14,Shrubland,Semi_open,Herbivore,Nectarivore,Insessorial,-6.23,11.16,1.94,-76.34,155425.66,Non-forest,Sedentary,Irregular,Nectar,2,3,1.2218487496163564,2,2,2,2.782722666,2200,LC
Turdus serranus,Turdus serranus,28,26.9,14.6,6,6.7,34.4,124.7,23.1,102.4,18.4,112.3,84.9,Forest,Dense,Omnivore,Invertivore,Generalist,-25.18,10.8,-4.64,-73.24,408915.41,Forest,Sedentary,Altitudinal,Fruit,1,2,1.6989700043360187,2,2,2,5.394410268,1800,LC
Margarornis squamiger,Margarornis squamiger,54,15.3,7.4,3.2,3.6,20.1,75,14.2,60.5,19,74.6,17.3,Forest,Dense,Carnivore,Invertivore,Insessorial,-17.85,10.78,-3.19,-74.66,469622.44,Forest,Sedentary,Sedentary,Invertebrate,1,2,1.6989700043360187,NA,NA,NA,2.705417308,2700,LC
Colaptes punctigula,Colaptes punctigula,16,24.9,17.4,7,7.4,21.2,108.1,19.6,85.5,18.6,68.9,61.96,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-18.22,12.49,-2.06,-68.18,3394047.54,Forest,Sedentary,Sedentary,Invertebrate,1,6,1.2218487496163564,NA,NA,NA,2.659707757,1900,LC
Poecilotriccus sylvia,Poecilotriccus sylvia,6,13.8,8.6,4.9,3.2,19.6,46.8,5.1,40.1,11.3,32.2,7.1,Forest,Dense,Carnivore,Invertivore,Insessorial,-7.67,21.25,6.32,-68.06,1909899.71,Forest,Sedentary,Sedentary,Invertebrate,1,3,1.5228787452803376,2,2,2,2.373593328,1400,LC
Myiarchus apicalis,Myiarchus apicalis,5,21.6,13.7,7.4,5.8,22.3,87.4,7.3,79.4,8.4,88.8,29.2,Shrubland,Semi_open,Omnivore,Invertivore,Insessorial,1.18,6.52,4.1,-75.08,41557.9,Non-forest,Sedentary,Sedentary,Invertebrate,2,5,1,2.6,2.6,2.6,3.512847939,2300,LC
Sayornis nigricans,Sayornis nigricans,23,18.1,9.9,5.9,4,17.4,86.3,19.4,68.9,22,77.2,18.63,Rock,Semi_open,Carnivore,Invertivore,Insessorial,-29.12,42.94,17.12,-95.45,2967593.66,Non-forest,Sedentary,Altitudinal,Invertebrate,1,3,1.5228787452803376,1,6,3.5,2.106409313,3100,LC
Sporophila castaneiventris,Sporophila castaneiventris,4,11,6.9,4.6,5.7,13.8,48.5,8.2,40.3,16.8,37.5,7.8,Shrubland,Semi_open,Herbivore,Granivore,Insessorial,-17.31,8.37,-3.77,-66.92,3489887.6,Non-forest,Sedentary,Sedentary,Seed,2,4,1.0969100130080565,2,3,2.5,1.930291884,1500,LC
Pygochelidon cyanoleuca,Pygochelidon cyanoleuca,24,8.6,4.1,3.6,2.2,10.1,92.3,44.4,48.8,47.6,48.8,9.7,Human Modified,Open,Carnivore,Invertivore,Aerial,-55.6,12.46,-21.2,-59.36,10370376.43,Non-forest,Partial,Migratory,Invertebrate,1,3,1.5228787452803376,2,6,4,2.150203112,3900,LC
Arremonops conirostris,Arremonops conirostris,20,18,11.7,6.2,8.5,28.1,73.7,6.3,70.1,8.2,67.6,35.89,Forest,Semi_open,Omnivore,Omnivore,Terrestrial,-4.15,15.59,7.33,-71.38,1132799.46,Forest,Sedentary,Altitudinal,Omnivore,4,3,0.9208187539523752,1,3,2,3.307221287,1750,LC
Ramphocelus flammigerus,Ramphocelus flammigerus,11,18.4,13,8.2,8.6,25.8,88.6,13.6,76.2,15.1,74.8,33,Forest,Semi_open,Omnivore,Frugivore,Insessorial,2.29,7.09,4.84,-76,31694.68,Forest,Sedentary,Irregular,Fruit,2,2,1.3979400086720375,2,2,2,3.21407128,2300,LC
Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,34,32.7,23.6,4.1,5.4,19.5,92.3,19.2,71.7,21.1,84.5,25.7,Woodland,Semi_open,Carnivore,Invertivore,Insessorial,-7.24,18.86,9.31,-75.61,1484080.31,Forest,Sedentary,Sedentary,Invertebrate,2,4,1.0969100130080565,2,2,2,2.999783512,1900,LC
Picumnus granadensis,Picumnus granadensis,5,11.4,9,4.3,5,12.3,56.1,8.9,46.2,16.2,31.2,12.2,Forest,Semi_open,Carnivore,Invertivore,Insessorial,1.46,6.15,3.76,-76.45,27384.64,Forest,Sedentary,Sedentary,Invertebrate,1,3,1.5228787452803376,NA,NA,NA,2.440940025,1900,LC
Tangara gyrola,Tangara gyrola,41,12.7,7.2,4.8,5.2,18.6,73.5,15.2,57.1,21.1,51.4,21,Forest,Dense,Herbivore,Frugivore,Insessorial,-17.93,13.8,-2.77,-64.73,4181131.62,Forest,Sedentary,Altitudinal,Fruit,2,3,1.2218487496163564,2,2,2,3.499416369,2300,LC
Trogon viridis,Trogon viridis,16,25.2,15,10.1,11.7,14.2,146.1,50.6,95.6,34.6,158.4,89.69,Forest,Dense,Omnivore,Frugivore,Insessorial,-26.94,10.84,-4.75,-60.54,7907953.76,Forest,Sedentary,Sedentary,Fruit,3,6,0.7447274948966939,2,3,2.5,3.770239404,1400,LC
Streptoprocne zonaris,Streptoprocne zonaris,5,14.4,7.7,5.3,4,22.4,212.5,139.6,73,65.7,67.2,86.79,Forest,Dense,Carnivore,Invertivore,Aerial,-51.75,23.88,-7.35,-64.9,8315095.89,Forest,Partial,Irregular,Invertebrate,1,2,1.6989700043360187,2,2,2,3.986746634,4650,LC
Nyctidromus albicollis,Nyctidromus albicollis,26,16.2,7.2,5,3.5,22.1,150.9,53,95.6,35.8,136.2,57.84,Woodland,Semi_open,Carnivore,Invertivore,Insessorial,-31.43,27.65,-5.71,-60.92,13748689.24,Forest,Sedentary,Sedentary,Invertebrate,1,4,1.3979400086720375,1,2,1.5,3.603698927,2400,LC
Ramphastos tucanus,Ramphastos cuvieri,9,175.8,172.9,38.1,52.5,52.3,236.9,31.4,202.1,13.4,156.4,659.58,Forest,Dense,Herbivore,Frugivore,Insessorial,-18.41,6.01,-6.79,-65.07,5001340.98,Forest,Sedentary,Irregular,Fruit,3,5,0.8239087409443188,2,3,2.5,3.184400104,1300,LC
Pteroglossus castanotis,Pteroglossus castanotis,9,115.9,104.9,26.9,33.7,35,154.4,25.3,129,16.4,144.4,258.09,Forest,Dense,Herbivore,Frugivore,Insessorial,-27.78,6.59,-10.99,-62.3,5071451.43,Forest,Sedentary,Irregular,Fruit,4,5,0.6989700043360189,2,4,3,5.258519065,1500,LC
Amazona amazonica,Amazona amazonica,9,37.1,29.6,18.4,29.1,21.4,202.2,56.9,144.8,28.2,99.2,370,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-23.18,11.34,-5.01,-58.9,7377327.39,Forest,Sedentary,Sedentary,Fruit,2,7,0.853871964321762,2,5,3.5,10.23394999,1600,LC
Tachornis squamata,Tachornis squamata,13,6.1,3,2.8,2.1,7.7,103.7,69.1,34.7,66.5,67.3,10.97,Woodland,Dense,Carnivore,Invertivore,Aerial,-22.2,11.39,-5.42,-59.4,9486321.14,Forest,Sedentary,Sedentary,Invertebrate,1,4,1.3979400086720375,2,4,3,2.325878412,1000,LC
Progne chalybea,Progne chalybea,14,15.3,7.8,5.6,4.5,13.5,130.6,69.2,57.3,54.8,66.4,50,Shrubland,Semi_open,Carnivore,Invertivore,Aerial,-38.84,25.35,-9.09,-60.79,15629572.14,Non-forest,Sedentary,Migratory,Invertebrate,1,7,1.1549019599857433,2,4,3,2.89781837,2100,LC
Eurypyga helias,Eurypyga helias,6,62.7,41,3,8.7,49,216.5,33.5,176.2,16,142.3,210,Wetland,Semi_open,Carnivore,Aquatic predator,Terrestrial,-19.4,16.73,-3.86,-62.85,8423208.45,Non-forest,Sedentary,Sedentary,Carnivore,3,3,1.045757490560675,2,3,2.5,5.084054302,1930,LC
Campephilus melanoleucos,Campephilus melanoleucos,14,45.6,34.5,12.2,12.5,32.8,184,40.7,144.8,21.9,119.4,256,Forest,Dense,Carnivore,Invertivore,Insessorial,-26.06,12.46,-5.87,-59.21,11099024.68,Forest,Sedentary,Sedentary,Invertebrate,2,5,1,2,3,2.5,5.078178284,3400,LC
Mionectes oleagineus,Mionectes oleagineus,202,11.8,8.2,4.2,3.4,16,60.5,10.5,50.8,17.1,48.2,11.17,Forest,Dense,Herbivore,Frugivore,Insessorial,-22.99,21.4,-2.23,-64.38,8947569.12,Forest,Sedentary,Sedentary,Invertebrate,2,1,1.6989700043360187,2,3,2.5,2.216676095,1900,LC
Dendrocincla fuliginosa,Dendrocincla fuliginosa,44,29.9,20,6.4,6.6,24.7,104.9,18.9,84.1,18.3,86.7,38.7,Forest,Dense,Carnivore,Invertivore,Insessorial,-17.42,15.75,-3.3,-62.98,8483632.64,Forest,Sedentary,Sedentary,Invertebrate,2,6,0.9208187539523752,1,3,2,3.843211395,2100,LC
Buteo albonotatus,Buteo albonotatus,5,35.1,21.1,12.7,16.9,70.4,398,159.7,236.7,40.3,217,745.92,Forest,Dense,Carnivore,Vertivore,Aerial,-28.09,36.47,0.47,-69.62,7192504.19,Forest,Sedentary,Migratory,Vertebrate,1,6,1.2218487496163564,1,3,2,6.688781903,3100,LC
Phaethornis hispidus,Phaethornis hispidus,9,34.4,27.8,2.6,2.5,4.4,54.1,32.3,21.9,59.7,56.4,5,Forest,Dense,Herbivore,Nectarivore,Aerial,-18.43,8.71,-5.41,-67.36,4008483.06,Forest,Sedentary,Sedentary,Nectar,2,5,1,2,2,2,2.045296579,1300,LC
Falco femoralis,Falco femoralis,9,21.4,14.8,10.8,13.2,40.5,245.1,112.7,139.7,44.6,167.6,335.76,Grassland,Open,Carnivore,Vertivore,Aerial,-54.08,34.97,-16.37,-60.53,12113135.74,Non-forest,Partial,Irregular,Vertebrate,2,4,1.0969100130080565,2,4,3,4.158521747,4900,LC
Amazona farinosa,Amazona farinosa,11,42.3,35.6,20.5,35.4,26.6,244.9,68.7,177.2,27.9,135,625.99,Forest,Dense,Herbivore,Omnivore,Insessorial,-25.28,12.46,-3.6,-63.4,6793599.57,Forest,Sedentary,Irregular,Herbivore,3,3,1.045757490560675,3,3,3,13.33676293,1700,LC
Momotus momota,Momotus momota,8,42.5,29.4,9.7,12.6,28.4,142.3,26.4,115.8,18.6,253.9,114.96,Forest,Dense,Carnivore,Omnivore,Insessorial,-23.69,8.64,-6.18,-60.8,8096018.25,Forest,Sedentary,Sedentary,Invertebrate,2,5,1,3,5,4,3.697332211,1300,LC
Cantorchilus leucotis,Cantorchilus leucotis,15,18.8,12.4,3.5,3.8,22,62.1,7.6,54.8,12.2,48.1,19.44,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-24.04,12.46,-4.75,-59.96,8709608.57,Forest,Sedentary,Sedentary,Invertebrate,1,5,1.3010299956639813,2,3,2.5,2.829224471,1050,LC
Brachygalba lugubris,Brachygalba lugubris,5,47.7,40,4.9,5.3,9.1,68.4,16.8,51.5,24.6,50,15.9,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-21.42,8.17,-5.11,-58.52,4798770.73,Forest,Sedentary,Sedentary,Invertebrate,1,4,1.3979400086720375,2,4,3,2.578304733,1100,LC
Crypturellus soui,Crypturellus soui,18,24.2,8,4.2,3.9,36.4,127.5,32.9,96.4,25.4,47.9,216.16,Forest,Dense,Herbivore,Omnivore,Terrestrial,-22.54,19.13,-4.47,-60.51,11151222.76,Forest,Sedentary,Sedentary,Omnivore,3,4,0.9208187539523752,1,2,1.5,5.081209652,2100,LC
Dacnis albiventris,Dacnis albiventris,7,11.7,6.5,3.6,3.1,13.1,58.9,15,43.5,25.6,36,11.2,Forest,Semi_open,Omnivore,Frugivore,Insessorial,-10.12,6.01,-1.14,-72.1,1044010.16,Forest,Sedentary,Sedentary,Omnivore,3,3,1.045757490560675,NA,NA,NA,2.224207448,600,LC
Turdus leucomelas,Turdus leucomelas,27,22.2,13.4,5.1,6,32.4,111.6,24.8,85.8,22.4,92.1,69.1,Forest,Dense,Herbivore,Frugivore,Insessorial,-31.47,12.46,-9.57,-53.26,7690463.38,Forest,Sedentary,Sedentary,Fruit,2,5,1,2,4,3,3.354711217,1900,LC
Phaethornis augusti,Phaethornis augusti,5,35.4,29.2,2.2,2.2,5.1,57,35.9,21.1,62.9,78.6,6,Forest,Dense,Herbivore,Nectarivore,Aerial,2.3,11.15,7.4,-65.99,557848.62,Forest,Sedentary,Altitudinal,Nectar,2,3,1.2218487496163564,2,2,2,2.166577933,3800,LC
Dendrocygna viduata,Dendrocygna viduata,11,48.1,30.7,15.7,14.1,47.9,214.3,58.6,151.6,28,67.1,689.99,Wetland,Open,Herbivore,Herbivore aquatic,Aquatic,-39.24,18.31,-6.68,-0.49,27415311.66,Non-forest,Partial,Migratory,Omnivore,4,2,1.0969100130080565,4,16,10,3.149514342,2700,LC
Geranospiza caerulescens,Geranospiza caerulescens,9,25.9,16.5,9.6,12.9,71.7,269.1,65.1,205.4,24.4,211.4,302.5,Woodland,Semi_open,Carnivore,Vertivore,Insessorial,-33.91,28.85,-6.64,-60.96,14333669.12,Forest,Sedentary,Irregular,Vertebrate,3,8,0.619788758288394,2,2,2,5.457137099,900,LC
Rostrhamus sociabilis,Rostrhamus sociabilis,7,33.1,23.8,11.1,11.3,49.9,344.8,134.8,206.7,39.1,169.3,366.94,Wetland,Semi_open,Carnivore,Aquatic predator,Insessorial,-37.65,29.74,-10.02,-58.23,11603405.03,Non-forest,Partial,Irregular,Invertebrate,1,2,1.6989700043360187,2,3,2.5,6.950263444,2700,LC
Heliomaster longirostris,Heliomaster longirostris,16,35,29,2.7,2.7,4.4,58.4,37,19.7,65.3,30.7,6.6,Forest,Dense,Herbivore,Nectarivore,Aerial,-17.07,18.73,-2.32,-64.89,8290213.63,Forest,Sedentary,Irregular,Nectar,2,4,1.0969100130080565,2,2,2,2.211749388,2100,LC
Daptrius ater,Daptrius ater,8,33.1,21.1,12,15,48.3,310.7,98.5,215.2,31.4,199.4,351.75,Forest,Semi_open,Carnivore,Omnivore,Terrestrial,-17.58,10.26,-4.01,-62.86,6702133.37,Forest,Partial,Sedentary,Carnivore,5,4,0.6989700043360189,2,3,2.5,5.332419972,900,LC
Thryophilus rufalbus,Thryophilus rufalbus,11,19.6,12.2,3.3,4.4,22.8,69.1,8.5,62.3,12,51.8,24.87,Forest,Dense,Carnivore,Invertivore,Insessorial,2.47,16.4,8.75,-73.46,821636.36,Forest,Sedentary,Altitudinal,Invertebrate,2,4,1.0969100130080565,2,4,3,2.681013332,1600,LC
Opisthocomus hoazin,Opisthocomus hoazin,6,32.6,15.7,10.2,13.7,51.3,322,47.7,275.3,14.8,290.7,696,Riverine,Semi_open,Herbivore,Herbivore terrestrial,Insessorial,-18.23,10.49,-3.65,-61.99,7559878.74,Forest,Sedentary,Irregular,Plant,2,4,1.0969100130080565,1,3,2,6.232173582,700,LC
Capito auratus,Capito auratus,10,26.2,16,7,10.4,22.6,84.3,15.5,68.9,18.4,54,57.37,Forest,Dense,Herbivore,Frugivore,Insessorial,-16.71,7.91,-3.43,-68.98,3118574.61,Forest,Sedentary,Sedentary,Fruit,2,4,1.0969100130080565,3,4,3.5,3.573726884,1700,LC
Tityra cayana,Tityra cayana,17,28.4,19.9,11.5,10.7,25,117.2,30.6,86.9,26.1,72.2,68.1,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-14.3,12.2,-0.59,-65.59,5115788.26,Forest,Sedentary,Sedentary,Fruit,2,5,1,2,3,2.5,3.19942945,1300,LC
Schistochlamys melanopis,Schistochlamys melanopis,14,16.8,10.2,6.6,8.4,22.9,83.9,12.4,71.4,14.7,79.8,33,Shrubland,Semi_open,Herbivore,Omnivore,Insessorial,-24.45,11.76,-7.33,-57.35,6472149.56,Non-forest,Partial,Irregular,Omnivore,3,4,0.9208187539523752,2,3,2.5,3.335325219,1900,LC
Myiarchus ferox,Myiarchus ferox,24,21.7,14.4,7.7,5.8,21.8,85.8,12.2,73.4,14.2,86.9,27.5,Forest,Semi_open,Omnivore,Invertivore,Insessorial,-30.33,10.41,-8.38,-57.25,11854121.16,Forest,Sedentary,Sedentary,Invertebrate,2,5,1,2,3,2.5,4.038552118,1100,LC
Legatus leucophaius,Legatus leucophaius,16,13,8.3,6.3,4.6,15.1,78.5,20.1,59.2,25.5,55.2,22.2,Forest,Dense,Herbivore,Frugivore,Insessorial,-29.7,21.59,-6.02,-61.43,11371457.31,Forest,Sedentary,Irregular,Fruit,2,4,1.0969100130080565,2,4,3,2.453151866,1900,LC
Amazona mercenarius,Amazona mercenarius,11,32.6,27,15.3,26.1,20.8,214,69.3,144.8,32.4,100.8,340,Forest,Dense,Herbivore,Frugivore,Insessorial,-17.95,11.04,-3.41,-74.07,432626.42,Forest,Sedentary,Altitudinal,Herbivore,3,1,1.5228787452803376,NA,NA,NA,13.77769869,2700,LC
Mecocerculus minor,Mecocerculus minor,4,11.1,5.7,2.9,2.7,17,57.5,10.7,46.9,18.5,51,11,Forest,Dense,Carnivore,Invertivore,Insessorial,-10.18,7.6,-3.2,-77.09,62120.59,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,NA,NA,NA,2.398220619,1700,LC
